,FY,Division,Code,Month,MonthNumber,MonthSortKey,FND_CAT,Pillar,Numerator_Hours,Denominator_Hours,Rate
901,2018,260,262,Jul,10--Jul,10,MISSION,CMO,0,27,0
902,2018,260,262,Jul,10--Jul,10,MISSION,FTS,230,992,0.231854839
903,2018,260,262,Jul,10--Jul,10,MISSION,OVERHEAD,0,286,0
904,2018,260,262,Jul,10--Jul,10,MISSION,TSRA,11,202,0.054455446
905,2018,260,262,Jul,10--Jul,10,REIMB,REIMB,20,89,0.224719101
906,2018,260,262,Jun,09--Jun,9,MISSION,FTS,111.5,959,0.116266945
907,2018,260,262,Jun,09--Jun,9,MISSION,OVERHEAD,28,324,0.086419753
908,2018,260,262,Jun,09--Jun,9,MISSION,TSRA,65,469,0.138592751
909,2018,260,262,Jun,09--Jun,9,REIMB,REIMB,9,29,0.310344828
910,2018,260,262,Mar,06--Mar,6,MISSION,CMO,32,111,0.288288288
911,2018,260,262,Mar,06--Mar,6,MISSION,FTS,36,1132.5,0.031788079
912,2018,260,262,Mar,06--Mar,6,MISSION,OVERHEAD,0,165.5,0
913,2018,260,262,Mar,06--Mar,6,MISSION,TSRA,8,137,0.058394161
914,2018,260,262,Mar,06--Mar,6,REIMB,REIMB,8.5,47,0.180851064
915,2018,260,262,May,08--May,8,MISSION,,7,18,0.388888889
916,2018,260,262,May,08--May,8,MISSION,CMO,0,32,0
917,2018,260,262,May,08--May,8,MISSION,FTS,0,1036.5,0
918,2018,260,262,May,08--May,8,MISSION,OVERHEAD,0,291,0
919,2018,260,262,May,08--May,8,MISSION,TSRA,9,295.5,0.030456853
920,2018,260,262,May,08--May,8,REIMB,,0,0,0
921,2018,260,262,May,08--May,8,REIMB,REIMB,7,100.5,0.069651741
922,2018,260,262,Nov,02--Nov,2,MISSION,CMO,0,30,0
923,2018,260,262,Nov,02--Nov,2,MISSION,FTS,77,763,0.100917431
924,2018,260,262,Nov,02--Nov,2,MISSION,OVERHEAD,0,109,0
925,2018,260,262,Nov,02--Nov,2,MISSION,TSRA,9,357.5,0.025174825
926,2018,260,262,Nov,02--Nov,2,REIMB,REIMB,110,213,0.516431925
927,2018,260,262,Oct,01--Oct,1,MISSION,CMO,0,122,0
928,2018,260,262,Oct,01--Oct,1,MISSION,FTS,334.5,1055.5,0.316911416
929,2018,260,262,Oct,01--Oct,1,MISSION,OVERHEAD,0,151,0
930,2018,260,262,Oct,01--Oct,1,MISSION,TSRA,0,179,0
931,2018,260,262,Oct,01--Oct,1,REIMB,REIMB,104,163,0.63803681
932,2018,260,262,Sep,12--Sep,12,MISSION,,42,67,0.626865672
933,2018,260,262,Sep,12--Sep,12,MISSION,FTS,81,816,0.099264706
934,2018,260,262,Sep,12--Sep,12,MISSION,OVERHEAD,0,212,0
935,2018,260,262,Sep,12--Sep,12,MISSION,TSRA,126,303,0.415841584
936,2018,260,263,Apr,07--Apr,7,MISSION,CMO,73,201.5,0.362282878
937,2018,260,263,Apr,07--Apr,7,MISSION,FTS,187.6,848,0.221226415
938,2018,260,263,Apr,07--Apr,7,MISSION,OVERHEAD,36.5,85,0.429411765
939,2018,260,263,Apr,07--Apr,7,MISSION,TSRA,16,397,0.040302267
940,2018,260,263,Apr,07--Apr,7,REIMB,REIMB,50.7,144,0.352083333
941,2018,260,263,Aug,11--Aug,11,MISSION,CMO,52,262,0.198473282
942,2018,260,263,Aug,11--Aug,11,MISSION,FTS,263.5,824,0.319781553
943,2018,260,263,Aug,11--Aug,11,MISSION,OVERHEAD,0,116,0
944,2018,260,263,Aug,11--Aug,11,MISSION,TSRA,10,272,0.036764706
945,2018,260,263,Aug,11--Aug,11,REIMB,REIMB,0,107,0
946,2018,260,263,Dec,03--Dec,3,MISSION,CMO,16,94,0.170212766
947,2018,260,263,Dec,03--Dec,3,MISSION,FTS,95,625.5,0.151878497
948,2018,260,263,Dec,03--Dec,3,MISSION,OVERHEAD,16,80,0.2
949,2018,260,263,Dec,03--Dec,3,MISSION,TSRA,27,253,0.106719368
950,2018,260,263,Dec,03--Dec,3,REIMB,REIMB,87.8,151,0.581456954
951,2018,260,263,Feb,05--Feb,5,MISSION,CMO,18,154,0.116883117
952,2018,260,263,Feb,05--Feb,5,MISSION,FTS,187.7,986,0.190365112
953,2018,260,263,Feb,05--Feb,5,MISSION,OVERHEAD,2,135,0.014814815
954,2018,260,263,Feb,05--Feb,5,MISSION,TSRA,2,239,0.008368201
955,2018,260,263,Feb,05--Feb,5,REIMB,REIMB,34.5,78,0.442307692
956,2018,260,263,Jan,04--Jan,4,MISSION,CMO,42.5,141,0.30141844
957,2018,260,263,Jan,04--Jan,4,MISSION,FTS,30.2,514,0.058754864
958,2018,260,263,Jan,04--Jan,4,MISSION,OVERHEAD,0,28,0
959,2018,260,263,Jan,04--Jan,4,MISSION,TSRA,271,614,0.441368078
960,2018,260,263,Jan,04--Jan,4,REIMB,REIMB,67.7,140,0.483571429
961,2018,260,263,Jul,10--Jul,10,MISSION,CMO,30.5,337.5,0.09037037
962,2018,260,263,Jul,10--Jul,10,MISSION,FTS,131.9,787,0.167598475
963,2018,260,263,Jul,10--Jul,10,MISSION,OVERHEAD,19,101.5,0.187192118
964,2018,260,263,Jul,10--Jul,10,MISSION,TSRA,4,327,0.012232416
965,2018,260,263,Jul,10--Jul,10,REIMB,REIMB,2,24,0.083333333
966,2018,260,263,Jun,09--Jun,9,MISSION,CMO,51.5,286,0.18006993
967,2018,260,263,Jun,09--Jun,9,MISSION,FTS,494.7,922,0.536550976
968,2018,260,263,Jun,09--Jun,9,MISSION,OVERHEAD,117,174,0.672413793
969,2018,260,263,Jun,09--Jun,9,MISSION,TSRA,2,340,0.005882353
970,2018,260,263,Jun,09--Jun,9,REIMB,REIMB,2,4,0.5
971,2018,260,263,Mar,06--Mar,6,MISSION,CMO,32.5,124.7,0.260625501
972,2018,260,263,Mar,06--Mar,6,MISSION,FTS,147.6,1006.5,0.146646796
973,2018,260,263,Mar,06--Mar,6,MISSION,OVERHEAD,27,145.5,0.18556701
974,2018,260,263,Mar,06--Mar,6,MISSION,TSRA,20,388.5,0.051480051
975,2018,260,263,Mar,06--Mar,6,REIMB,REIMB,106.9,103,1.037864078
976,2018,260,263,May,08--May,8,MISSION,CMO,15,240.5,0.062370062
977,2018,260,263,May,08--May,8,MISSION,FTS,374.6,1134.5,0.330189511
978,2018,260,263,May,08--May,8,MISSION,OVERHEAD,46.5,119,0.390756303
979,2018,260,263,May,08--May,8,MISSION,TSRA,2,203,0.009852217
980,2018,260,263,May,08--May,8,REIMB,REIMB,8.1,113,0.071681416
981,2018,260,263,Nov,02--Nov,2,MISSION,CMO,9.5,217,0.043778802
982,2018,260,263,Nov,02--Nov,2,MISSION,FTS,82,695.5,0.117900791
983,2018,260,263,Nov,02--Nov,2,MISSION,OVERHEAD,0,20,0
984,2018,260,263,Nov,02--Nov,2,MISSION,TSRA,2,238,0.008403361
985,2018,260,263,Nov,02--Nov,2,REIMB,REIMB,171.5,372.5,0.460402685
986,2018,260,263,Oct,01--Oct,1,MISSION,CMO,55.5,273,0.203296703
987,2018,260,263,Oct,01--Oct,1,MISSION,FTS,304.5,720,0.422916667
988,2018,260,263,Oct,01--Oct,1,MISSION,OVERHEAD,16,127,0.125984252
989,2018,260,263,Oct,01--Oct,1,MISSION,TSRA,13,265,0.049056604
990,2018,260,263,Oct,01--Oct,1,REIMB,REIMB,74,250,0.296
991,2018,260,263,Sep,12--Sep,12,MISSION,CMO,18,196,0.091836735
992,2018,260,263,Sep,12--Sep,12,MISSION,FTS,29.5,485.5,0.060762101
993,2018,260,263,Sep,12--Sep,12,MISSION,OVERHEAD,4.5,160,0.028125
994,2018,260,263,Sep,12--Sep,12,MISSION,TSRA,9,190,0.047368421
995,2018,260,263,Sep,12--Sep,12,REIMB,REIMB,5,106,0.047169811
996,2018,260,264,Apr,07--Apr,7,MISSION,CMO,433,1282,0.33775351
997,2018,260,264,Apr,07--Apr,7,MISSION,FTS,109.5,593,0.1846543
998,2018,260,264,Apr,07--Apr,7,MISSION,OVERHEAD,0,181,0
999,2018,260,264,Apr,07--Apr,7,MISSION,TSRA,0,101,0
1000,2018,260,264,Apr,07--Apr,7,REIMB,REIMB,79.5,223,0.356502242
1001,2018,260,264,Aug,11--Aug,11,MISSION,CMO,100,612,0.163398693
1002,2018,260,264,Aug,11--Aug,11,MISSION,FTS,256.5,1196,0.214464883
1003,2018,260,264,Aug,11--Aug,11,MISSION,OVERHEAD,0,244,0
1004,2018,260,264,Aug,11--Aug,11,MISSION,TSRA,102,32,3.1875
1005,2018,260,264,Aug,11--Aug,11,REIMB,REIMB,84,290,0.289655172
1006,2018,260,264,Dec,03--Dec,3,MISSION,CMO,214,736,0.29076087
1007,2018,260,264,Dec,03--Dec,3,MISSION,FTS,518,762,0.679790026
1008,2018,260,264,Dec,03--Dec,3,MISSION,OVERHEAD,0,182,0
1009,2018,260,264,Dec,03--Dec,3,MISSION,TSRA,16.5,225,0.073333333
1010,2018,260,264,Feb,05--Feb,5,MISSION,CMO,211.5,762,0.277559055
1011,2018,260,264,Feb,05--Feb,5,MISSION,FTS,466.5,788,0.592005076
1012,2018,260,264,Feb,05--Feb,5,MISSION,OVERHEAD,0,159,0
1013,2018,260,264,Feb,05--Feb,5,MISSION,TSRA,29,192.5,0.150649351
1014,2018,260,264,Feb,05--Feb,5,REIMB,REIMB,22,170,0.129411765
1015,2018,260,264,Jan,04--Jan,4,MISSION,,0,63,0
1016,2018,260,264,Jan,04--Jan,4,MISSION,CMO,161.1,764,0.210863874
1017,2018,260,264,Jan,04--Jan,4,MISSION,FTS,320.5,667,0.480509745
1018,2018,260,264,Jan,04--Jan,4,MISSION,OVERHEAD,0,138,0
1019,2018,260,264,Jan,04--Jan,4,MISSION,TSRA,32,299.5,0.106844741
1020,2018,260,264,Jan,04--Jan,4,REIMB,REIMB,18.5,225.5,0.082039911
1021,2018,260,264,Jul,10--Jul,10,MISSION,CMO,265,871,0.304247991
1022,2018,260,264,Jul,10--Jul,10,MISSION,FTS,297,924,0.321428571
1023,2018,260,264,Jul,10--Jul,10,MISSION,OVERHEAD,0,306,0
1024,2018,260,264,Jul,10--Jul,10,MISSION,TSRA,14,36,0.388888889
1025,2018,260,264,Jul,10--Jul,10,REIMB,REIMB,81,210,0.385714286
1026,2018,260,264,Jun,09--Jun,9,MISSION,CMO,387.5,1060,0.365566038
1027,2018,260,264,Jun,09--Jun,9,MISSION,FTS,432,662,0.652567976
1028,2018,260,264,Jun,09--Jun,9,MISSION,OVERHEAD,0,612,0
1029,2018,260,264,Jun,09--Jun,9,MISSION,TSRA,0,22,0
1030,2018,260,264,Jun,09--Jun,9,REIMB,REIMB,86.5,147,0.588435374
1031,2018,260,264,Mar,06--Mar,6,MISSION,CMO,381,1163.5,0.327460249
1032,2018,260,264,Mar,06--Mar,6,MISSION,FTS,464.5,673.5,0.689680772
1033,2018,260,264,Mar,06--Mar,6,MISSION,OVERHEAD,12,346,0.034682081
1034,2018,260,264,Mar,06--Mar,6,MISSION,TSRA,18.5,124,0.149193548
1035,2018,260,264,Mar,06--Mar,6,REIMB,REIMB,88.5,167,0.52994012
1036,2018,260,264,May,08--May,8,MISSION,,32.5,42,0.773809524
1037,2018,260,264,May,08--May,8,MISSION,CMO,521.5,1322,0.394478064
1038,2018,260,264,May,08--May,8,MISSION,FTS,362.5,520,0.697115385
1039,2018,260,264,May,08--May,8,MISSION,OVERHEAD,0,291,0
1040,2018,260,264,May,08--May,8,MISSION,TSRA,72,58,1.24137931
1041,2018,260,264,May,08--May,8,REIMB,REIMB,94.5,288,0.328125
1042,2018,260,264,Nov,02--Nov,2,MISSION,CMO,173,768,0.225260417
1043,2018,260,264,Nov,02--Nov,2,MISSION,FTS,322,839,0.383790226
1044,2018,260,264,Nov,02--Nov,2,MISSION,OVERHEAD,4,239,0.016736402
1045,2018,260,264,Nov,02--Nov,2,MISSION,TSRA,25,245,0.102040816
1046,2018,260,264,Nov,02--Nov,2,REIMB,REIMB,0,4,0
1047,2018,260,264,Oct,01--Oct,1,MISSION,,0,0,0
1048,2018,260,264,Oct,01--Oct,1,MISSION,CMO,183,911.5,0.200767965
1049,2018,260,264,Oct,01--Oct,1,MISSION,FTS,123,819.5,0.150091519
1050,2018,260,264,Oct,01--Oct,1,MISSION,OVERHEAD,0,176.5,0
1051,2018,260,264,Oct,01--Oct,1,MISSION,TSRA,39.5,284,0.139084507
1052,2018,260,264,Oct,01--Oct,1,REIMB,,0,0,0
1053,2018,260,264,Oct,01--Oct,1,REIMB,REIMB,33.5,128,0.26171875
1054,2018,260,264,Sep,12--Sep,12,MISSION,,0,39,0
1055,2018,260,264,Sep,12--Sep,12,MISSION,CMO,163.5,536,0.305037313
1056,2018,260,264,Sep,12--Sep,12,MISSION,FTS,305,804,0.379353234
1057,2018,260,264,Sep,12--Sep,12,MISSION,OVERHEAD,3,179,0.016759777
1058,2018,260,264,Sep,12--Sep,12,MISSION,TSRA,16,10,1.6
1059,2018,260,264,Sep,12--Sep,12,REIMB,REIMB,69,125,0.552
1060,2018,280,280,Apr,07--Apr,7,MISSION,OVERHEAD,0,80,0
1061,2018,280,280,Aug,11--Aug,11,MISSION,OVERHEAD,0,177,0
1062,2018,280,280,Jul,10--Jul,10,MISSION,OVERHEAD,0,166,0
1063,2018,280,280,Jun,09--Jun,9,MISSION,OVERHEAD,0,131.5,0
1064,2018,280,280,May,08--May,8,MISSION,OVERHEAD,0,136,0
1065,2018,280,280,Sep,12--Sep,12,MISSION,OVERHEAD,0,124.5,0
1066,2018,280,281,Apr,07--Apr,7,MISSION,FTS,80,1412,0.056657224
1067,2018,280,281,Apr,07--Apr,7,MISSION,OVERHEAD,31.5,294.5,0.106960951
1068,2018,280,281,Apr,07--Apr,7,MISSION,TSRA,0,341.5,0
1069,2018,280,281,Aug,11--Aug,11,MISSION,CMO,0,96,0
1070,2018,280,281,Aug,11--Aug,11,MISSION,FTS,292,1454,0.200825309
1071,2018,280,281,Aug,11--Aug,11,MISSION,OVERHEAD,15.5,188,0.082446809
1072,2018,280,281,Aug,11--Aug,11,MISSION,TSRA,0,144,0
1073,2018,280,281,Aug,11--Aug,11,REIMB,REIMB,520,490,1.06122449
1074,2018,280,281,Dec,03--Dec,3,MISSION,FTS,44,1363,0.032281731
1075,2018,280,281,Dec,03--Dec,3,MISSION,OVERHEAD,11.5,73,0.157534247
1076,2018,280,281,Dec,03--Dec,3,MISSION,TSRA,0,228,0
1077,2018,280,281,Feb,05--Feb,5,MISSION,FTS,339,1683,0.201426025
1078,2018,280,281,Feb,05--Feb,5,MISSION,OVERHEAD,34,142,0.23943662
1079,2018,280,281,Feb,05--Feb,5,MISSION,TSRA,10,105,0.095238095
1080,2018,280,281,Feb,05--Feb,5,REIMB,REIMB,0,3,0
1081,2018,280,281,Jan,04--Jan,4,MISSION,FTS,131,1746.5,0.075007157
1082,2018,280,281,Jan,04--Jan,4,MISSION,OVERHEAD,1.5,29.5,0.050847458
1083,2018,280,281,Jan,04--Jan,4,MISSION,TSRA,91.5,250,0.366
1084,2018,280,281,Jul,10--Jul,10,MISSION,CMO,0,147,0
1085,2018,280,281,Jul,10--Jul,10,MISSION,FTS,29,1098.5,0.026399636
1086,2018,280,281,Jul,10--Jul,10,MISSION,OVERHEAD,0,195.5,0
1087,2018,280,281,Jul,10--Jul,10,MISSION,TSRA,0,237,0
1088,2018,280,281,Jul,10--Jul,10,REIMB,REIMB,508.5,312,1.629807692
1089,2018,280,281,Jun,09--Jun,9,MISSION,CMO,0,92,0
1090,2018,280,281,Jun,09--Jun,9,MISSION,FTS,54,1540.5,0.035053554
1091,2018,280,281,Jun,09--Jun,9,MISSION,OVERHEAD,0,208,0
1092,2018,280,281,Jun,09--Jun,9,MISSION,TSRA,0,255,0
1093,2018,280,281,Mar,06--Mar,6,MISSION,CMO,0,2,0
1094,2018,280,281,Mar,06--Mar,6,MISSION,FTS,70,1714,0.04084014
1095,2018,280,281,Mar,06--Mar,6,MISSION,OVERHEAD,57,213.5,0.266978923
1096,2018,280,281,Mar,06--Mar,6,MISSION,TSRA,2,315,0.006349206
1097,2018,280,281,May,08--May,8,MISSION,,35.5,66,0.537878788
1098,2018,280,281,May,08--May,8,MISSION,FTS,68,1750.5,0.038846044
1099,2018,280,281,May,08--May,8,MISSION,OVERHEAD,0,280,0
1100,2018,280,281,May,08--May,8,MISSION,TSRA,0,107,0
1101,2018,280,281,Nov,02--Nov,2,MISSION,FTS,183,1655,0.110574018
1102,2018,280,281,Nov,02--Nov,2,MISSION,OVERHEAD,2,11.5,0.173913043
1103,2018,280,281,Nov,02--Nov,2,MISSION,TSRA,0,174,0
1104,2018,280,281,Nov,02--Nov,2,REIMB,REIMB,427,211,2.023696682
1105,2018,280,281,Oct,01--Oct,1,MISSION,FTS,168.5,1885,0.08938992
1106,2018,280,281,Oct,01--Oct,1,MISSION,OVERHEAD,24,4,6
1107,2018,280,281,Oct,01--Oct,1,MISSION,TSRA,0,15,0
1108,2018,280,281,Oct,01--Oct,1,REIMB,REIMB,745.5,482,1.546680498
1109,2018,280,281,Sep,12--Sep,12,MISSION,CMO,0,119,0
1110,2018,280,281,Sep,12--Sep,12,MISSION,FTS,158.5,1285,0.123346304
1111,2018,280,281,Sep,12--Sep,12,MISSION,OVERHEAD,63.5,152,0.417763158
1112,2018,280,281,Sep,12--Sep,12,MISSION,TSRA,0,150,0
1113,2018,280,281,Sep,12--Sep,12,REIMB,REIMB,0,0,0
1114,2018,280,282,Apr,07--Apr,7,MISSION,FTS,94.5,1468.5,0.064351379
1115,2018,280,282,Apr,07--Apr,7,MISSION,OVERHEAD,0,162.5,0
1116,2018,280,282,Apr,07--Apr,7,MISSION,TSRA,5,312,0.016025641
1117,2018,280,282,Apr,07--Apr,7,REIMB,REIMB,8,8,1
1118,2018,280,282,Aug,11--Aug,11,MISSION,,5,24,0.208333333
1119,2018,280,282,Aug,11--Aug,11,MISSION,FTS,75,1312,0.057164634
1120,2018,280,282,Aug,11--Aug,11,MISSION,OVERHEAD,0,716,0
1121,2018,280,282,Aug,11--Aug,11,MISSION,TSRA,0,312,0
1122,2018,280,282,Aug,11--Aug,11,REIMB,REIMB,0,16,0
1123,2018,280,282,Dec,03--Dec,3,MISSION,FTS,91,1327,0.068575735
1124,2018,280,282,Dec,03--Dec,3,MISSION,OVERHEAD,0,49.5,0
1125,2018,280,282,Dec,03--Dec,3,MISSION,TSRA,6.5,214,0.030373832
1126,2018,280,282,Feb,05--Feb,5,MISSION,FTS,57,1562,0.036491677
1127,2018,280,282,Feb,05--Feb,5,MISSION,OVERHEAD,0,87,0
1128,2018,280,282,Feb,05--Feb,5,MISSION,TSRA,6,277,0.02166065
1129,2018,280,282,Jan,04--Jan,4,MISSION,CMO,0,4,0
1130,2018,280,282,Jan,04--Jan,4,MISSION,FTS,122,1425.5,0.085584006
1131,2018,280,282,Jan,04--Jan,4,MISSION,OVERHEAD,0,104.5,0
1132,2018,280,282,Jan,04--Jan,4,MISSION,TSRA,260.5,597,0.436348409
1133,2018,280,282,Jul,10--Jul,10,MISSION,,29.5,48,0.614583333
1134,2018,280,282,Jul,10--Jul,10,MISSION,FTS,22,1126.5,0.019529516
1135,2018,280,282,Jul,10--Jul,10,MISSION,OVERHEAD,23,584.5,0.039349872
1136,2018,280,282,Jul,10--Jul,10,MISSION,TSRA,182,419,0.434367542
1137,2018,280,282,Jun,09--Jun,9,MISSION,,22.5,0,0
1138,2018,280,282,Jun,09--Jun,9,MISSION,FTS,23,1302,0.017665131
1139,2018,280,282,Jun,09--Jun,9,MISSION,OVERHEAD,0,412,0
1140,2018,280,282,Jun,09--Jun,9,MISSION,TSRA,15,368,0.04076087
1141,2018,280,282,Jun,09--Jun,9,REIMB,REIMB,0,0,0
1142,2018,280,282,Mar,06--Mar,6,MISSION,FTS,119,1513,0.078651685
1143,2018,280,282,Mar,06--Mar,6,MISSION,OVERHEAD,0,59,0
1144,2018,280,282,Mar,06--Mar,6,MISSION,TSRA,64,504,0.126984127
1145,2018,280,282,May,08--May,8,MISSION,,14,56,0.25
1146,2018,280,282,May,08--May,8,MISSION,FTS,62,1473.5,0.042076688
1147,2018,280,282,May,08--May,8,MISSION,OVERHEAD,0,264,0
1148,2018,280,282,May,08--May,8,MISSION,TSRA,12,393,0.030534351
1149,2018,280,282,May,08--May,8,REIMB,REIMB,0,16,0
1150,2018,280,282,Nov,02--Nov,2,MISSION,FTS,35,1247,0.028067362
1151,2018,280,282,Nov,02--Nov,2,MISSION,OVERHEAD,6,127,0.047244094
1152,2018,280,282,Nov,02--Nov,2,MISSION,TSRA,0,466,0
1153,2018,280,282,Oct,01--Oct,1,MISSION,FTS,146,1887,0.077371489
1154,2018,280,282,Oct,01--Oct,1,MISSION,OVERHEAD,8,135,0.059259259
1155,2018,280,282,Oct,01--Oct,1,MISSION,TSRA,139,200,0.695
1156,2018,280,282,Oct,01--Oct,1,REIMB,,0,0,0
1157,2018,280,282,Oct,01--Oct,1,REIMB,REIMB,0,0,0
1158,2018,280,282,Sep,12--Sep,12,MISSION,,10,72,0.138888889
1159,2018,280,282,Sep,12--Sep,12,MISSION,FTS,27,1281,0.021077283
1160,2018,280,282,Sep,12--Sep,12,MISSION,OVERHEAD,2,256,0.0078125
1161,2018,280,282,Sep,12--Sep,12,MISSION,TSRA,0,114,0
1162,2018,280,282,Sep,12--Sep,12,REIMB,REIMB,0,4,0
1163,2018,280,283,Apr,07--Apr,7,MISSION,FTS,19,1096.5,0.017327861
1164,2018,280,283,Apr,07--Apr,7,MISSION,OVERHEAD,8,96.5,0.082901554
1165,2018,280,283,Apr,07--Apr,7,MISSION,TSRA,34,316,0.107594937
1166,2018,280,283,Apr,07--Apr,7,REIMB,REIMB,0,24,0
1167,2018,280,283,Aug,11--Aug,11,MISSION,,13,0,0
1168,2018,280,283,Aug,11--Aug,11,MISSION,FTS,0,851,0
1169,2018,280,283,Aug,11--Aug,11,MISSION,OVERHEAD,16,326,0.049079755
1170,2018,280,283,Aug,11--Aug,11,MISSION,TSRA,0,246,0
1171,2018,280,283,Aug,11--Aug,11,REIMB,REIMB,221.2,228,0.970175439
1172,2018,280,283,Dec,03--Dec,3,MISSION,,0,0,0
1173,2018,280,283,Dec,03--Dec,3,MISSION,FTS,4,857.5,0.004664723
1174,2018,280,283,Dec,03--Dec,3,MISSION,OVERHEAD,30.1,183.5,0.164032698
1175,2018,280,283,Dec,03--Dec,3,MISSION,TSRA,0,92,0
1176,2018,280,283,Dec,03--Dec,3,REIMB,REIMB,8,50,0.16
1177,2018,280,283,Feb,05--Feb,5,MISSION,FTS,17,1057.5,0.01607565
1178,2018,280,283,Feb,05--Feb,5,MISSION,OVERHEAD,0,77,0
1179,2018,280,283,Feb,05--Feb,5,MISSION,TSRA,53,173,0.306358382
1180,2018,280,283,Feb,05--Feb,5,REIMB,REIMB,0,10,0
1181,2018,280,283,Jan,04--Jan,4,MISSION,FTS,22.5,963,0.023364486
1182,2018,280,283,Jan,04--Jan,4,MISSION,OVERHEAD,2.1,141.5,0.014840989
1183,2018,280,283,Jan,04--Jan,4,MISSION,TSRA,144.5,328,0.44054878
1184,2018,280,283,Jul,10--Jul,10,MISSION,,40.5,0,0
1185,2018,280,283,Jul,10--Jul,10,MISSION,FTS,15.5,749.5,0.020680454
1186,2018,280,283,Jul,10--Jul,10,MISSION,OVERHEAD,0,512,0
1187,2018,280,283,Jul,10--Jul,10,MISSION,TSRA,137,271,0.505535055
1188,2018,280,283,Jul,10--Jul,10,REIMB,REIMB,86.5,85,1.017647059
1189,2018,280,283,Jun,09--Jun,9,MISSION,,11.5,24,0.479166667
1190,2018,280,283,Jun,09--Jun,9,MISSION,FTS,138,726.5,0.189951824
1191,2018,280,283,Jun,09--Jun,9,MISSION,OVERHEAD,0,605,0
1192,2018,280,283,Jun,09--Jun,9,MISSION,TSRA,8,187,0.042780749
1193,2018,280,283,Jun,09--Jun,9,REIMB,REIMB,3,20.5,0.146341463
1194,2018,280,283,Mar,06--Mar,6,MISSION,FTS,43,1319,0.032600455
1195,2018,280,283,Mar,06--Mar,6,MISSION,OVERHEAD,0,97,0
1196,2018,280,283,Mar,06--Mar,6,MISSION,TSRA,8,209,0.038277512
1197,2018,280,283,Mar,06--Mar,6,REIMB,REIMB,0,5,0
1198,2018,280,283,May,08--May,8,MISSION,,42.5,76.5,0.555555556
1199,2018,280,283,May,08--May,8,MISSION,FTS,105.1,944.5,0.111275807
1200,2018,280,283,May,08--May,8,MISSION,OVERHEAD,0,395,0
1201,2018,280,283,May,08--May,8,MISSION,TSRA,34,176,0.193181818
1202,2018,280,283,May,08--May,8,REIMB,REIMB,43,24,1.791666667
1203,2018,280,283,Nov,02--Nov,2,MISSION,FTS,0,910,0
1204,2018,280,283,Nov,02--Nov,2,MISSION,OVERHEAD,20.8,148,0.140540541
1205,2018,280,283,Nov,02--Nov,2,MISSION,TSRA,0,328.5,0
1206,2018,280,283,Nov,02--Nov,2,REIMB,REIMB,175.5,108,1.625
1207,2018,280,283,Oct,01--Oct,1,MISSION,CMO,0,3,0
1208,2018,280,283,Oct,01--Oct,1,MISSION,FTS,43.5,924,0.047077922
1209,2018,280,283,Oct,01--Oct,1,MISSION,OVERHEAD,38,322,0.118012422
1210,2018,280,283,Oct,01--Oct,1,MISSION,TSRA,53,208,0.254807692
1211,2018,280,283,Oct,01--Oct,1,REIMB,REIMB,178,166,1.072289157
1212,2018,280,283,Sep,12--Sep,12,MISSION,,62.5,72,0.868055556
1213,2018,280,283,Sep,12--Sep,12,MISSION,FTS,0,578,0
1214,2018,280,283,Sep,12--Sep,12,MISSION,OVERHEAD,12.5,311.5,0.040128411
1215,2018,280,283,Sep,12--Sep,12,MISSION,TSRA,0,98.5,0
1216,2018,280,283,Sep,12--Sep,12,REIMB,REIMB,170,185.5,0.916442049
1217,2018,280,284,Apr,07--Apr,7,MISSION,,0,6,0
1218,2018,280,284,Apr,07--Apr,7,MISSION,CMO,0,1,0
1219,2018,280,284,Apr,07--Apr,7,MISSION,FTS,4,673.5,0.005939124
1220,2018,280,284,Apr,07--Apr,7,MISSION,OVERHEAD,0,155.5,0
1221,2018,280,284,Apr,07--Apr,7,MISSION,TSRA,0,604.5,0
1222,2018,280,284,Apr,07--Apr,7,REIMB,REIMB,4,36,0.111111111
1223,2018,280,284,Aug,11--Aug,11,MISSION,,1,13,0.076923077
1224,2018,280,284,Aug,11--Aug,11,MISSION,FTS,4,602,0.006644518
1225,2018,280,284,Aug,11--Aug,11,MISSION,OVERHEAD,6.5,712.5,0.009122807
1226,2018,280,284,Aug,11--Aug,11,MISSION,TSRA,0,221.5,0
1227,2018,280,284,Aug,11--Aug,11,REIMB,REIMB,166,179,0.927374302
1228,2018,280,284,Dec,03--Dec,3,MISSION,,0,5,0
1229,2018,280,284,Dec,03--Dec,3,MISSION,FTS,8,733.5,0.010906612
1230,2018,280,284,Dec,03--Dec,3,MISSION,OVERHEAD,12,126,0.095238095
1231,2018,280,284,Dec,03--Dec,3,MISSION,TSRA,0,153.5,0
1232,2018,280,284,Dec,03--Dec,3,REIMB,REIMB,0,13,0
1233,2018,280,284,Feb,05--Feb,5,MISSION,,0,4.5,0
1234,2018,280,284,Feb,05--Feb,5,MISSION,FTS,34,805.5,0.042209808
1235,2018,280,284,Feb,05--Feb,5,MISSION,OVERHEAD,0,269,0
1236,2018,280,284,Feb,05--Feb,5,MISSION,TSRA,35.3,160,0.220625
1237,2018,280,284,Feb,05--Feb,5,REIMB,REIMB,0,22,0
1238,2018,280,284,Jan,04--Jan,4,MISSION,,0,8,0
1239,2018,280,284,Jan,04--Jan,4,MISSION,FTS,9.5,717.5,0.013240418
